,tweet,sentiment
1460,"""-3 """"peace and prosperity are coming to Iraq"""" #tweetdebate #current""",positive
1461,Obama is not anti-war.  Never has been.  Just anti dumb strategy. # Current #debate08 #tweetdebate,positive
1462,#tweetdebate #current #debate08 Great debate Live Blog on www.mlive.com/grpress check it out!,positive
1463,#tweetdebate -1 Obama for letting McCain ruffle his feathers here and there. There are better ways to manage annoyance.,positive
1464,Obama +2 for bringing in Pakistan #tweetdebate,positive
1465,Obama +1 for more details in explaining the situation and laying out his plans. #tweetdebate,positive
1466,Mccain +3 acknowledging he will not make the mistake etc re: facing today lessons of history #tweetdebate,positive
1467,McCain +2 for pointing out relevancy of our leaving Afghan in the lurch after Russia left. #tweetdebate,positive
1468,"""McCain is calm, collected, and dominating tonight...no offense, Obama-ites.",negative
1469,+1 Mccain for admitting being wrong #tweetdebate,positive
1470,+2 obama for pronouncing middle eastern countries correctly #tweetdebate,positive
1471,+1 Obama on Afghanistan #tweetdebate,positive
1472,McCain +3 for pull the trigger soundbite #tweetdebate,positive
1473,"""@Flap Yup, he's smart.  Used to be a college professor. # Current #debate08 #tweetdebate""",positive
1474,"""McCain admits a mistake; though I'm an obama fan, that's refreshing (don't like admittnig that) #tweetdebate""",positive
1475,"""""""If you have to do things, You have to do things"""":  Brilliant! #tweetdebate #current""",positive
1476,McCain +3 for teling Obamanot to threaten Pakistan on TV #tweetdebate,positive
1477,+1 mccain for taking obama to task about telegraphic Pakistan incursions  #tweetdebate,positive
1478,McCain +1 for leveraging his first-hand experience with Pakistan. #tweetdebate,positive
1479,+1 Obama clarifies his comments about taking out Bin Laden #tweetdebate,positive
1480,Obama +2 come back fr Mccain re: Pakistan #tweetdebate (I am yawning now LOL),positive
1481,+1 McCain for pointing out that Obama supports making strikes in Pakistan against the gov'mnt wishes #tweetdebate,positive
1482,@esonnenberg I love *LOVE* that the two of us hear the same thing & take it two different ways. It's what makes America great. #tweetdebate,positive
1483,"""You have to admit, McCain is VERY knowledgeable about foreign policy & what's happening in the middle east +3 McCain #tweetdebate #debate08""",positive
1484,"""Obama +3 coming from you who sings songs about bombing Iran, I dno't think that's very credible #tweetdebate""",positive
1485,@mabraham1 u couldn't be more wrong. obama is killin it. #current #tweetdebate #debate08,positive
1486,That was so awesome.. Bomb Bomb bomb Iran! #election08 #Tweetdebate #debates08,positive
1487,#tweetdebate Obama's relaxing. Good.,positive
1488,Obama +3 nailing it on Pakistan #tweetdebate,positive
1489,"""Ohhh... +3 Obama for his analysis of our relations with dictator Musharuf in Pakistan, alienating population #tweetdebate""",positive
1490,+1 for Obama's description of Pakistan #tweetdebate,positive
1491,"""McCain +1 ok.. bring """"reagan"""" and you get a point, likable anyways #tweetdebate""",positive
1492,here is where McCain's first hand history is helping  #tweetdebate,positive
1493,obama +2 for a successful counterpoint to opponents assertion regarding tax loop holes for smb #tweetdebate,positive
1494,"""Obama +2 for showing a nuanced understanding of Pakistani politics and for bringing up Mccain's ridiculous """"bomb Iran"""" comments #tweetdebate""",positive
1495,"""#tweetdebate - I seriously thought Obama would dominate the debate, but McCain is doing better than I thought.""",positive
1496,I wish McCain had been like this at that atrocious Republican convention - drill baby drill - #tweetdebate,positive
1497,"""McCain +1 for bringing a """"story"""" that's touching re: son enlisted bagdad.killed #tweetdebate""",positive
1498,Obama +1 good retort!! Make sure no other mother goes through what I am going through. #current #tweetdebate,positive
1499,McCain is bringing tears to my eyes  with the military family stories.  #current #tweetdebate,positive
1500,+3 pts for Obama's soundbite about honoring the troops. #tweetdebate,positive
1501,#OBAMA WITH THE SLAAAAAAMMM!!!! 'no US soldier dies in vain' +3 #tweetdebate,positive
1502,"""""""We could have won Vietnam!"""" # Current #debate08 #tweetdebate""",positive
1503,"""Obama +1 nice come back with bracelet story bk """"honor all the service prov"""" & ret with better question +2 #tweetdebate""",positive
1504,"""Obama +2 for """"I have a bracelet, too."""" #tweetdebate""",positive
1505,"""Obama +2 for the counter story, don't let another mother go through this #tweetdebate""",positive
1506,Obama can actually respond intelligently to these questions. #current #debate08 #tweetdebate,positive
1507,love the #tweetdebate function off twitter.  Hilarious commentary going on.,positive
1508,"""Obama +3 """"You don't muddle through the central front of terror."""" #tweetdebate""",positive
1509,"""#obama: 'you don't muddle through afghanistan, the central front on the war of terror' FTW! +3 #tweetdebate""",positive
1510,@matttbastard I'll drink to that.,positive
1511,"""loving everyone's debate observations at #current, #debate08 #tweetdebate this is amazing, the variety of opinions""",positive
1512,#current #tweetdebate is it me or is Obama gaining control of foreign policy discussion?,positive
1513,Obama +1 for the interesting pronunciation of Pakistan. #tweetdebate #debate08,positive
1514,"""#tweetdebate  a league of democracies, like the Justice League?""",positive
1515,McCain +1 for pointing out we need allies in handling Iran #tweetdebate,positive
1516,Obama +3 dor bringing up Iraq vs. Iran fact! #tweetdebate,positive
1517,#tweetdebate +2 Obama for actually looking at McCain when he makes a point,positive
1518,#tweetdebate +3 Purple Tie!!,positive
1519,+2 Obama for showing an understanding of Middle East politics as a whole #tweetdebate,positive
1520,@seasonothebitch Yup. We have always been down with Eastasia...,positive
1521,macain +1 for continuing to date himself #tweetdebate,positive
1522,+1 pts for Obama's need for talking to allies & trade partners of Iran to help change Iran's nuclear ambitions. #tweetdebate,positive
1523,"""Obama +2 for a clear, firm answer to the question #tweetdebate""",positive
1524,"""oddly enough, i think obama's """"uh's"""" actually help rather than hurt him #current, #tweetdebate""",positive
1525,@arpit #tweetdebate He was asked about Iran,positive
1526,+1 pts for McCain going after Obama for talking with evil leaders without preconditions. #tweetdebate,positive
1527,@current keep up the good work.. I bet your getting slammed,positive
1528,Mccain +1 ok.. for your efforts in pron. names #tweetdebate,positive
1529,+2 Mccain for understanding that history applies to the present #tweetdebate,positive
1530,#tweetdebate Kissenger can't leave the the country because he will get arrested in some countries... good one mccain,positive
1531,+2 Obama for clear  understanding of Iran/middle east issues #tweetdebate,positive
1532,"""+1pt for Obama saying """"I reserve the right to meet w/whoever at the time of my choosing as president of US"""". #tweetdebate""",positive
1533,Obama +2 fo tea with Ahmadinejad #tweetdebate,positive
1534,Obama +3 for using McCain's advisers against him. #tweetdebate,positive
1535,+3 Obama  sound bite: it doesn't mean you invite them for tea  #tweetdebate,positive
1536,"""+1 Obama - acknowleding that he was called """"naive"""" #tweetdebate""",positive
1537,+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current,positive
1538,+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current,positive
1539,Obama +2 on international policy. he's rocking this one! #tweetdebate,positive
1540,#tweetdebate I'm glad Obama's getting a chance to address this precondition thing.,positive
1541,"""+1 obama on preconditions and tea, that was awesome #tweetdebate""",positive
1542,@elaineschoch Totally justified. Your husband will understand.,positive
1543,"""+3pts for Obama: Talk first...if that doesn't work, then we've strengthened our position to impose tougher sanctions. #tweetdebate""",positive
1544,Obama +2 for bringing up Spain fiasco #tweetdebate,positive
1545,Obama +1 pointing out McCain's bizarre statement regarding meeting prime minister of Spain #tweetdebate,positive
1546,want a t-shirt too! #tweetdebate,positive
1547,"""""""Sen. Obama, can you see Russia from your house???"""" #current #debate #tweetdebate""",positive
1548,"""+2 Obama """"The notion that we would sit with Akmujinadad and let him spew out bile comments without saying anything is wrong."""" #tweetdebate""",positive
1549,#tweetdebate I like the debate format so far.  At least there is some back-and-forth.,positive
1550,+5 Obama for understanding that  conversation is key. #tweetdebate,positive
1551,Obama +2 for loose nukes in Russia #tweetdebate,positive
1552,obama +3 he seems to have done his homework on Russia good job #tweetdebate,positive
1553,#tweetdebate obama,positive
1554,"""+3 pts for McCain saying """"I see three initials in front of Putin's name...a K, G, and B"""" #tweetdebate""",positive
1555,Mccain +2 for clearly understanding the situation in Russia #tweetdebate,positive
1556,McCain +2 for KGB soundbite and for access to facts (accurate or not) #tweetdebate,positive
1557,+1 Obama for being clear about dealing with Russia #tweetdebate,positive
1558,"""He pronounced that one right! One for two on the foreign leaders, John! #Current #debate08 #tweetdebate""",positive
1559,mccain +1 for pronouncing the President of Georgia's name - although I have no idea if he said it correctly #tweetdebate,positive
1560,+3 McCain for knowing obscure Ukrainian places and people #tweetdebate,positive
1561,@BarackObama McCain owns the Russian debate. Although you did score in Afghanistan. #current #obamashot #mccainshot,positive
1562,love the Tom Clancy suggestion!!  :-P  #tweetdebate,positive
1563,using the rating say (1-5) is interesting too  TheDailyDG: Obama +2 for bringing up Spain fiasco #tweetdebate,positive
1564,Obama +1 for alternative energy! #tweetdebate,positive
1565,"""+2 good comeback Obama, foresight and plan could have prevented Georgian invasion #tweetdebate #debate08""",positive
1566,#tweetdebate McCain's doing quite well on the Georgia issue. Obama's response is decisive & knowledgeable. They both sound presidential.,positive
1567,@dalbee agreed. +1 for obama. #tweetdebate,positive
1568,@current #current My inner hippie is coming out. I'm glad we're getting to alternative energy now.,positive
1569,Obama +1 ok again with energy indep. #tweetdebate,positive
1570,Obama +2 clarifying what he is objecting #Tweetdebate,positive
1571,"""+2 Obama, foresight and plan could have prevented Georgian invasion #tweetdebate""",positive
1572,"""+2 Obama for pointing out that he was never opposed to nuclear waste, but that he was for storing it safely #tweetdebate""",positive
1573,"""1pt for McCain on another 9/11 attack...""""we are a safe nation but far from safe"""". #tweetdebate""",positive
1574,@BevJack what does Obama think about delta airlines #current #debate08 #tweetdebate #mccainshot #obamashot,positive
1575,McCain is against torture again. That's nice ... looked like he was supporting Bush for a while. #current #tweetdebate #debate08,positive
1576,I'll give +2 to McCain for bringing up TORTURE and not calling it harsh interrogation tactics #tweetdebate #cu09,positive
1577,Obama +2 For port security #tweetdebate,positive
1578,Glad to NOT hear 'in a post-9/11 world' #current,positive
1579,"""Obama is a great face for our country, and that is exactly what we need right now in a globalized world. #current""",positive
1580,Loving watching all these great tweets during the debate! Thanks @current and @twitter! #current,positive
1581,mccain as president= torture #current #debate08,positive
1582,There's a lot of work still to be done with homeland security. New report from @Heritage and CSIS. http://is.gd/3cg2 #debate08 #current,positive
1583,Mr. Obama. The biggest threat is not CBRN it is the same old things they've always used. That is why they return to them #current #debate08,negative
1584,#current Nice block and bridge Sen. Obama,positive
1585,#tweetdebate Obama definitely seems to be winning among Twitterers using the #tweetdebate tag.,positive
1586,"""John Kerry, I mean Barack Obama, sounds much more presidential. #current""",positive
1587,Obama won this from the handshake #current,positive
1588,Obamba kicked ass-especially with Afghanistan #current,positive
1589,+1pt for Obama wanting to restore our image to the world. #tweetdebate,positive
1590,McCain has the smile of success on his face. #current #debate08,positive
1591,RTbmaleszyk   Obama +2 for understanding how energy independence relates to our foreign policy in Russia #tweetdebate #current,positive
1592,"""#current """"Restore America's Standing in the World"""" now I buy that! Go Obama.""",positive
1593,@current #current Im more convinced now than I was before about who I will vote for. I guess that's something - but I had already decided b4,positive
1594,the flat American accent is DEFINITELY going to help McCain.  Barak is being too timid.  Average people need to see an Alpha Male. #current,positive
1595,yes. thank you obama. we need to restore our standing in the world. #current #mccainshot #obamashot,positive
1596,#debate08 #current The world likes Obama therefore we should vote for him.,positive
1597,"""Good point, we really need to fix our perception in the word. #current""",positive
1598,"""#current Obama's job was to appear Presidential and measured.",negative
1599,-1pt for Obama continuously praising McCain. #tweetdebate,positive
1600,+5 obama restoring view of US around the world  #tweetdebate,positive
1601,"""oohh, nice nod to McCain on the torture issue by Obama. #current""",positive
1602,+3 Obama for bringing up the need to restore our image in the world #tweetdebate,positive
1603,"""Obama-""""The way we are percieved in the world is what will make things work."""" I kinda agree... #current""",positive
1604,"""Whoever wins...Let's move away from the whole """"with us or against us"""" idea #current""",positive
1605,Obama +1 for emphasizing importance of restoring US reputation #tweetdebate,positive
1606,#current Obama demanded the debate (good decision) but seems to have been more prepped for economy than foreign affairs,positive
1607,"""""""shining beacon"""" , nice quote! #current""",positive
1608,"""Obamas body language seems of that of an arrogant prick. Constantly """"looking down"""" on McCain #current""",positive
1609,#current #debate08 Vote Obama 2008! He knows what he is talking about without actually going there.,positive
1610,obama is doing better #current,positive
1611,McCain +1 for pointing out need to stop prison torture #tweetdebate,positive
1612,#current #debate08 star wars is baaaaack....,positive
1613,#tweetdebate McCain showing his experience quoting Ronald Regan,positive
1614,If McCain looses this debate he will cuss Obama out!!!! #current,positive
1615,"""OBAMA U ROCK! #CURRENT",negative
1616,I would even agree that mccain was a better debater than I thought he would be.  McCain held his own #current,positive
1617,#current no clear winner = win for McCain,positive
1618,"""On CNN, the audience reaction is the same when Obama talks, but way divided with McCain talks...good leaders speak for the majority #current""",positive
1619,Hack the debate rocks!  Thanks for giving us a fun way to participate. #current,positive
1620,"""I am a staunch supporter of Obama, but McCain/his media advisor has done a good job tonight. #current""",positive
1621,@PJsMommy hey McCain's face is crooked so I guess they're even! #current,positive
1622,"""I like how macain talks with such feeling, his emphasis is excellent. Obama sounds more defensive #current""",positive
1623,Greatest country on earth exactly....#tweetdebate,positive
1624,Obama has this in the bag #current,positive
1625,#current Get 'em Obama! =],positive
1626,"""Obama has won this, absolutely #current""",positive
1627,Obama is teh WINNER #current,positive
1628,#current Obama's right. China is involved in Asia.,positive
1629,"""Interesting debate, but I'm really looking forward to the VP debate more. #current""",positive
1630,#current I think McCain's going to see a bit of a bump from his performance.,positive
1631,INDEPENDENTS FOR OBAMA! #current,positive
1632,"""@BarackObama, good job bringing this back to domestic economy issues, it's your strong point. #current""",positive
1633,obama +3 the conspicuousness of their presence is only matched by our absence #tweetdebate,positive
1634,"""What's all this talk about """"winning"""" the debate? Obv everone thinks their own side """"won."""" #current""",positive
1635,"""Obama: Yes we can!",negative
1636,Obama won. Gentlemen it's time to put your old pens down. #current,positive
1637,#current Rocks the vote - best mashup - congrats!,positive
1638,thanks Obama for talking about domestic policy a little... #debate08 #current,positive
1639,"""#current """"...conspicuousness of their presence only matched by our absence..."""" Nice.""",positive
1640,"""@curreent McCain sounds better, but Obama's being more specific. #debate08 #current""",positive
1641,Obama +3 Finance is a national security issue #tweetdebate,positive
1642,"""#current #debate08 McCain: If we lose in Iraq, it strengthens terrorists, underminds lost lives of our soldiers""",positive
1643,"""@gloreebe88 Haha, YES to Michael Palin! Vote funny! #current""",positive
1644,+1 obama for saying Pakistan correctly. #tweetdebate,positive
1645,+3 Obama for bringing up the Vet's medical needs #tweetdebate,positive
1646,"""side note - Obama just more """"Presidential"""" to me I don't see where his lack of experience comes to play - more coh & prep #tweetdebate""",positive
1647,"""#current VETS for Obama, yes!""",positive
1648,Excellent point by Obama about strength on the homefront being essential to success on the warfront. #current,positive
1649,Nice finish for Obama #current,positive
1650,I feel like Obama is back on track!#current,positive
1651,"""@current McCain sounds better, but Obama's being more specific. #debate08 #current""",positive
1652,"""obama - """"all chips in..."""" - nice poker reference! +1 for obama #current""",positive
1653,Obama +3 the conspicuousness of their presence is only matched by our absence #tweetdebate,positive
1654,both win.. we saw how McCain wants blood and treasure.. Obama can talk strait.. no plundering needed McCain for Cptn-Obama for Pres #current,positive
1655,a broader strategic vision. i think thats a good point. #current,positive
1656,Open your minds to third parties! #current,positive
1657,mentioning veterens care which Mccain has voted AGAINST - SUPER GOOD point Obama +1 #tweetdebate,positive
1658,That vision thang was alright #current,positive
1659,"""#current #debate08 Obama:""""The next president needs to have a broader strategic vision that what we've had in the last 8 years.""""""",positive
1660,Linking the strength of our economy to our future strength in the world. Good. #current,positive
1661,Obama wins!  #current,positive
1662,"""#current McPain: there are some advantages to experience, knowledge and judgment. I have that and Obama doesn't.""",positive
1663,"""Obama has won, hands down. #current""",positive
1664,#current Obama has better ideas  #current,positive
1665,MCCain's gonna school Obama.  #debate08 #current,positive
1666,I'll stick with Obama's intelligence thank you #current,positive
1667,-2pts for McCain's attack on Obama's experience. Stop bringing up the experience issue! #tweetdebate,negative
1668,"""Obama is right, need more funding for science and technology. I think he win for me across the board #current #debate08""",positive
1669,@210m Agreed. #current #debate08,positive
1670,Brilliant statement on a stable economy being a national security issue by Obama. #current,positive
1671,#current wish Obama improving,positive
1672,"""#current Obama definitely has better speaking presence, which might go a long way. Appearance often trumps, in politics""",positive
1673,McCain raps up nicely #current #debate08,positive
1674,@JLApplegate #tweetdebate I agree each side will feel like they won,positive
1675,Wow! Obama was powerful there! #current,positive
1676,Obama is cleaning up with McCain. #tweetdebate,positive
1677,"""McCain: compares Obama to Bush as both """"stubborn""""  #current""",positive
1678,obama smells the blood - going for the kill #current,positive
1679,"""#current McPain: taking care of veterans will be my job. I have ability, knowledge, background to keep country safe/secure.""",positive
1680,Obama +1 for bringing up the war spending and healthcare. #tweetdebate,positive
1681,China is buying mountains of resources in Africa and South America. Literally - they bought Mt Toromocho in Peru for minerals. #current,positive
1682,"""#current #debate08 McCain:""""I know the vertarans and I know them well, and I know that they know I will take care of them.""""""",positive
1683,"""mccain: """"I'm ready to go at it right now"""" - that's what she said! #current""",positive
1684,+5 obama just put mccain to shame talking about non-Iraq issues and veteran care   #tweetdebate,positive
1685,I pre-emptively call this debate for Obama. Obama won. #current,positive
1686,My Father came from Kenya.. that is where I get my Name (not from Iraq) Obama #current #debate08,positive
1687,Petraeus should have been McCain's VP choice.  #current,positive
1688,Heartstrings pulled! McCain is good... #current,positive
1689,Nice talking to the  camera Obama #current,negative
1690,"""Moonpie, I love you <3 #current""",positive
1691,THANK TWITTER & CURRENT 4 LETTING ME HACK THE DEBATE!! PEACE 2 U ALL- THINK LIKE DWIGHT-BEWARE THE MILITARY INDUSTRIAL COMPLEX #CURRENT,positive
1692,obama just slam dunked #current,positive
1693,"""McCain: """"I don't need on-the-job training.""""  You sure about that? #current""",positive
1694,Hey.. Barack I was born in Kenya (parents in the Peace Corps)...#current #debate08,positive
1695,"""Let me be clear, McCain has clearly won. #current""",positive
1696,Jill Greenburg caught McCain's good side. #current,positive
1697,"""McCain - reform, prosperity and peace.  Very good closing points, put Obama on defense w/ experience, judgmt #current #tweetdebate #debate08""",positive
1698,Obama talks about father... and name. Needed to do that! #current,positive
1699,#current #debate08 Obama is being very eloquent and making good points about how the world sees us.,positive
1700,i agree with obama #current #debate08,positive
1701,McCain voted against giving Vets the money to cover the total cost of college? He supports them? #current,negative
1702,McCain gets the last word!!!!  #current,positive
1703,@temporaryone he is stiff because he had nearly every bone in his body broken while a pow #current,positive
1704,Obama +3 The world is not inspired by the UStoday like they used to be.  We need to reverse this trend #tweetdebate.,positive
1705,#current Sen O: this is part of how we'll keep U.S. safe; helping people live out their dreams is one thing I'm committed too.,positive
1706,I really like how Obama's ending this... we really do need to earn the respect of the world again. #current,positive
1707,"""By the way, did you know McCain was a POW? #current""",positive
1708,#current pow pow pow pow pow pow pow,positive
1709,"""McCain... Normalization of relations with Vietnam.. I know, I did, I can.. #current #debate08""",positive
1710,lets talk about Present ISSUES and about your experience #current,positive
1711,McCain victory #debate08 #current,positive
1712,Jill Greenburg caught McCain's good side. #current #debate08,positive
1713,From where Obama? McCain.. Land of the free HOME of the brave! McCain hands down! #current,positive
1714,"""O: We can show the world - that we're going to invest in Education, how ordinary people invest in their dreams #debates08, #current""",positive
1715,Awsome debate! #current #obamashot #mccainshot,positive
1716,Boy I can't WAIT for the Vice President debate.... #debate08 #current,positive
1717,"""In Italy we could never vote Mac! Obama lives in present, not in the past!#current""",positive
1718,I think Obama won #current,positive
1719,#current Obama wins on the economy,positive
1720,#current BINGO - lets not forget McCain was a POW!,positive
1721,@BarackObama GOOD JOB!#current,positive
1722,"""#current #debate08 IMO, Obama wins.""",positive
1723,Obama!#current,positive
1724,"""#current #debate08 good job, jim!""",positive
1725,Obama is the winner of the debate #current,positive
1726,"""Woo, it's over! #current #debate08""",positive
1727,"""John McCain did well on two hours prep time, of course #current now back to Washington to pull together deal""",positive
1728,Wow! That was a hell of a good time! What a debate! Good job Obama! #current,positive
1729,#current all you pro-Obama-ites: REGISTER TO VOTE VERY SOON!!!,positive
1730,OBAMA WON!!  #current,positive
1731,palin vs biden gonna be real good #current,positive
1732,Obama +3 for convincingly explaining the need for America to earn back respect around the world #tweetdebate,positive
1733,McCain wins #current #debate08,positive
1734,Wow guys! Thanks so much. Stay tuned on Current TV and tweet @infoMania  #current,positive
1735,"""Obama mic'd: """"Good job, John"""" #debate08 #current""",positive
1736,lol obama told him good job!lols #current,positive
1737,"""Bottom line: Obama won, but far from decisively.  #current #debate08""",positive
1738,The debte ends and Barry calls good job John....indeed #current #debate08,positive
1739,Now I can go to bed in peace #current,positive
1740,YAY!!!!!!!!!!! It's over!!! #current #debate08 #tweetdebate,positive
1741,lucky mccain for getting the last word...the most convincing/presidential thing he has said this debate #current,positive
1742,"""McCain just won w/ """"I know how to heal war, I know how to deal with enemies, I know how to treat friends."""" Fruck Fruck. #debate08 #current""",positive
1743,"""Jim lehrer wins, indeed. #current""",positive
1744,#current #debate08 thanks current! fun stuff!,positive
1745,"""McCain: """"I know how to heal the wounds of war""""  Best line of the night. #debate #current""",positive
1746,#current jim lehrer is the winner tonight,positive
1747,I like Cindy McCain .. she is on CARE board of directors. #current #tweetdebate #debate08,positive
1748,"""#debate08 #current Finally, that's over. I'd call it a draw on the economic piece, victory for McCain foreign policy""",positive
1749,#current Next week should be fun...Maverick against Palin? Gotta see this!,positive
1750,"""""""Hack the debate was great"""" #tweetdebate #current""",positive
1751,"""good debate, based solely on the points raised,i think Obama made it. #current""",positive
1752,McCain kicked tail.  This debate definitely followed the theme of experience  #debate08 #debateok08 #current,positive
1753,Obama wins. #Current #debate08 #tweetdebate,positive
1754,these harvard kids at the watch party are on point! absentee ballots in the room. voter registration too. go head lil obamas #current,positive
1755,"""Good debate. Obama did well, but it wasn't as one sided as I expected. #current""",positive
1756,Go McCain! You rock! #current #debate08,positive
1757,I think I will have fun making a video up with Obama saying John is right and Good Job John LOL #debate08 #current #debateok08,positive
1758,McCain dominated. That's all. #current,positive
1759,OBAMA! #current,positive
1760,Loved the fact that they kept their mics on after the end of the debate... haha #current,positive
1761,"""Connor from Current for President 20**? not sure when he becomes eligible, lol.  #current""",positive
1762,Obama wins. #current,positive
1763,YES. I can't hardly wait for the Vice Presidential debates! #current,positive
1764,I love the fact that Lehrer was able to tell the candidates to stay on topic. #current,positive
1765,mccain won in having an eye burning tie #current,positive
1766,"""Well, considering it was the foreign policy debate, I'd give the slight edge to McCain on this one. But VERY slight. #debate08 #current""",positive
1767,#current Obama won.,positive
1768,"""#current i have to say mccain did really well.  bummed.  thing is, its clear that Obama is WAY smarter.""",positive
1769,YAY! #Current Drink drink drink!!!,positive
1770,@BarackObama Good Job. #current!,positive
1771,"""that was RAD.  Nice job Current TV, nice job Twitter... nice job pundits!  #current #debate08""",positive
1772,Awesome First Debate! #tweetdebate   Good job Obama!  The US should be the first nation to have 2 presidents at the same time,positive
1773,McCain won tonights debate but Obama was alright. Obama should have done better tonight though especially early with the economy #current,positive
1774,"""I'm very much looking forward to Obama's inauguration. It will be a great day for America. We've been through a long, dark tunnel. #current""",positive
1775,"""Thanks you guys, everyone rocked. Join us next time for the VP debates on Oct. 2nd #current""",positive
1776,Thay came in with game tonight #current,positive
1777,Yay! for non-dibating stuff :) #current,positive
1778,#tweetdebate Correction: The iPhone and Twitterriffic rock!!,positive
1779,"""Hmmmm, pretty uneventful debate.  No clear winner/loser.  Both sharp.  BTW, I like listening to David Brooks from NYT on PBS #current""",positive
1780,Obama wins!!! #tweetdebate,positive
1781,"""McCain clearly won this debate, Obama is lacking in the depth of knowledge it takes to lead and be the U.S. president  #current #debate08""",positive
1782,"""Good debate, a little boring but glad to see it anyway. #current""",positive
1783,see you guys back here next week #current,positive
1784,@jowyang what was your tally? #tweetdebate,positive
1785,#current #debate08 the moderator really favored McCain...,positive
1786,"""#debate08 I'd say Obama led early on economic stuff, and finished strong, but McCain's strong middle gives him a slight win.""",positive
1787,@JustinGunn GOod job to you and yours. That was the most debating I've done with people on politics since I lived in DC.,positive
1788,Gloria Borger.. Obama held his own on defense issues with McCain #current #debate08,positive
1789,McCain WINS!!!! #debate08,positive
1790,McCain just won this debate! Hands down! #comment  #debate08 #debate,positive
1791,<insert my personal canidate> won the debate tonight. #current,positive
1792,"""#current keep twitter for good! ",negative
1793,"""Good debate. Job well done to both candidates! #current, #debate08, #tweetdebate""",positive
1794,#debate08 waiting for palin vs biden.. oh  bring that on!,positive
1795,Hack the debate with twitter was pretty intersting. Has my vote. #current,positive
1796,Obama looked more presidential +2 #tweetdebate,positive
1797,"""#debate08 The first debate can be summed up very easily """"Senator McCain is right!""""""",positive
1798,I rock with Obama. #current,positive
1799,Obama IS telling the truth!!!#current,positive
1800,Glad to hear CNN is fact checking the presidential candidates' comments. Will be interesting to see what they find. #current,positive
1801,Obama did a good job of relating the issues together instead of just focusing on one thing at a time #debate08,positive
1802,#current not sure who 'won' but Obama obviously came off as the more personable of the two. Still voting Obama :),positive
1803,"""All in all- good debate! Candidates were fairly intelligent and mostly respectful. Didn't change my opinion, but glad I watched. #current""",positive
1804,The real winner tonight was Jim Lehrer.  You can't say PBS people don't have balls. #debate08,positive
1805,"""Based on this, either candidate should be good. Impressed by both candidates. #debate08""",positive
1806,"""Retweeting @mamikaze: @Krississippi being from a military family, I do not trust Mccain's itchy trigger finger on bit. #debate08""",positive
1807,"""#current quite a civilised debate,didn't really expect that- both did quite well (im dutch, i wont have to vote) in making their points""",positive
1808,Gergen:  McCain clearly has superior FP understanding... #current #debate08,positive
1809,#debate08 NBC hit it right on the head! There seems to be something about Obama that McCain just can't stand.,positive
1810,#debate08 People are saying Lehrer favored McCain... I thought he was supposed to be all liberal biased?,positive
1811,"""+3 Obama for saying """"orgy of spending"""" #tweetdebate""",positive
1812,Obama got a crisp start in the debate (gergen) #current #debate08,positive
1813,#debate08 #current  Fred Barnes -  It was a tie but McCain finished strongly.,positive
1814,"""given the debate topic McCain should have won, but i think Obama really caught up...maybe even surpassed the old guy #current""",positive
1815,"""#debate08 Brokaw just said it best, """"They both played to their constituencies well.""""""",positive
1816,"""RT @UltraNurd: #debate08 I'd say Obama led early on economic stuff, and finished strong, but McCain's strong middle gives him a slight win.""",positive
1817,"""#current #debate08 Barr:""""The people of Iran have a strong free market view of Iran... but Iran has a history of participatory gov't""""""",positive
1818,@thePuck I am enjoying your editorial comments re: the debate. :D,positive
1819,Obama held is own on foreign policy (gergen) #current #debate08,positive
1820,"""""""Lehrer reall is a great moderator #current""""""",positive
1821,Obama passed the test. #tweetdebate #current,positive
1822,#debate08 one thing we can agree on is these guys beat Bush & Kerry in a tag team any day.,positive
1823,I enjoyed that debate. thought it was smartly and hotly battled. personally it solidified my support for obama. #Debate08,positive
1824,Still voting Obama #current,positive
1825,@BarackObama You did AWESOME!!!!!!!!!,positive
1826,"""But overall - McCain was GREAT - very impressed, maybe I had low expectations but great lines & responses #debate08 #current""",positive
1827,I feel like Obama came off as strong and explained why he chooses things. McCain just pushed msgs. #current,positive
1828,Undecided voters on my TV say Obama Wins! #current,positive
1829,"""For me, Obama won.  But then again, Obama was my choice in the primaries. #current #debate08""",positive
1830,"""#current Does anyone think David Gurgen seems a little like Eeyore (not as much as Lieberman)? He says Obama demonstrated """"knowledge.""""""",positive
1831,The #debate definitely gave me clarity about the election.  I'm voting for Rufus T. Firefly. #debate08,positive
1832,"""I second that, @moritazul. Obama for me, #debate08""",positive
1833,"""Power went out.  Barr is now answering questions.  Good answers re: Iran, Bush Doctrine, etc. #current""",positive
1834,Wow FactCheck.org ahead of the game http://zi.ma/factcheck-wire it's faster than the speed of spin! #current #tweetdebate,positive
1835,"""@andreamercado I liked that both of them at least got into some specifics, which is more than I could say for Bush/Kerry in 2004 at any time""",positive
1836,#debate08 no memorable moment in this debate. McCain has more policy experience but Obama appears knowledgeable and held his ground.,positive
1837,McCain is the sheriff - Bennett CNN #current #debate08,positive
1838,"""#current if this Twitter audience is voting, it seems that Obama will win.""",positive
1839,"""CBSnews Nielsen """"undecideds"""" - majority said Obama won this debate #debate08""",positive
